"SITE","PLOT","BIOMASS","TREATMENT","PACKET","TYPE","SPECIES","ID","FINAL.STATUS","FINAL.STATUS.NA","FINAL.STATUS.NO.NA"
"DF","6","Low biomass","Open","Bank
proximal","Physical dormancy","RHGL",2,0,0,0
"DF","6","Low biomass","Open","Bank
proximal","Physical dormancy","RHGL",3,0,0,0
"DF","6","Low biomass","Open","Bank
proximal","Physical dormancy","RHGL",4,0,0,0
"DF","6","Low biomass","Open","Bank
proximal","Physical dormancy","RHGL",5,0,0,0
"DF","6","Low biomass","Open","Bank
proximal","Physiological dormancy","SYRIN",1,0,0,0
"DF","6","Low biomass","Open","Bank
proximal","Physiological dormancy","SYRIN",2,0,0,0
"DF","6","Low biomass","Open","Bank
proximal","Physiological dormancy","SYRIN",3,0,0,0
"DF","6","Low biomass","Open","Bank
proximal","No dormancy","PISY",1,0,0,0
"DF","6","Low biomass","Open","Bank
proximal","No dormancy","PISY",2,0,0,0
"DF","6","Low biomass","Open","Bank
proximal","No dormancy","PISY",3,0,0,0
"DF","6","Low biomass","Open","Bank
proximal","No dormancy","PISY",4,0,0,0
"DF","6","Low biomass","Open","Bank
proximal","No dormancy","PISY",5,0,0,0
"DF","6","Low biomass","Open","Bank
proximal","No dormancy","PISY",6,0,0,0
"DF","6","Low biomass","Open","Bank
proximal","No dormancy","PISY",7,0,0,0
"DF","6","Low biomass","Open","Bank
proximal","No dormancy","PISY",8,0,0,0
"DF","6","Low biomass","Open","Bank
proximal","No dormancy","PISY",9,0,0,0
"DF","6","Low biomass","Open","Bank
proximal","No dormancy","PISY",10,0,0,0
"DF","6","Low biomass","Open","Bank
adjacent","Physical dormancy","RHGL",1,0,0,0
"DF","6","Low biomass","Open","Bank
adjacent","Physical dormancy","RHGL",2,0,0,0
"DF","6","Low biomass","Open","Bank
adjacent","Physical dormancy","RHGL",3,0,0,0
"DF","6","Low biomass","Open","Bank
adjacent","Physical dormancy","RHGL",4,0,0,0
"DF","6","Low biomass","Open","Bank
adjacent","Physical dormancy","RHGL",5,0,0,0
"DF","6","Low biomass","Open","Bank
adjacent","Physiological dormancy","SYRIN",1,0,0,0
"DF","6","Low biomass","Open","Bank
adjacent","Physiological dormancy","SYRIN",2,1,1,1
"DF","6","Low biomass","Open","Bank
adjacent","Physiological dormancy","SYRIN",3,0,NA,0
"DF","6","Low biomass","Open","Bank
adjacent","No dormancy","PISY",1,1,1,1
"DF","6","Low biomass","Open","Bank
adjacent","No dormancy","PISY",2,1,1,1
"DF","6","Low biomass","Open","Bank
adjacent","No dormancy","PISY",3,1,1,1
"DF","6","Low biomass","Open","Bank
adjacent","No dormancy","PISY",4,1,1,1
"DF","6","Low biomass","Open","Bank
adjacent","No dormancy","PISY",5,0,0,0
"DF","6","Low biomass","Open","Bank
adjacent","No dormancy","PISY",6,0,0,0
"DF","6","Low biomass","Open","Bank
adjacent","No dormancy","PISY",7,0,0,0
"DF","6","Low biomass","Open","Bank
adjacent","No dormancy","PISY",8,0,0,0
"DF","6","Low biomass","Open","Bank
adjacent","No dormancy","PISY",9,0,0,0
"DF","6","Low biomass","Open","Bank
adjacent","No dormancy","PISY",10,0,NA,0
"DF","6","Low biomass","Open","Rain
adjacent","Physical dormancy","RHGL",1,0,0,0
"DF","6","Low biomass","Open","Rain
adjacent","Physical dormancy","RHGL",2,0,0,0
"DF","6","Low biomass","Open","Rain
adjacent","Physical dormancy","RHGL",3,0,0,0
"DF","6","Low biomass","Open","Rain
adjacent","Physical dormancy","RHGL",4,0,0,0
"DF","6","Low biomass","Open","Rain
adjacent","Physical dormancy","RHGL",5,0,NA,0
"DF","6","Low biomass","Open","Rain
adjacent","Physiological dormancy","SYRIN",1,1,1,1
"DF","6","Low biomass","Open","Rain
adjacent","Physiological dormancy","SYRIN",2,0,NA,0
"DF","6","Low biomass","Open","Rain
adjacent","Physiological dormancy","SYRIN",3,0,NA,0
"DF","6","Low biomass","Open","Rain
adjacent","No dormancy","PISY",1,0,NA,0
"DF","6","Low biomass","Open","Rain
adjacent","No dormancy","PISY",2,0,0,0
"DF","6","Low biomass","Open","Rain
adjacent","No dormancy","PISY",3,1,1,1
"DF","6","Low biomass","Open","Rain
adjacent","No dormancy","PISY",4,1,1,1
"DF","6","Low biomass","Open","Rain
adjacent","No dormancy","PISY",5,0,0,0
"DF","6","Low biomass","Open","Rain
adjacent","No dormancy","PISY",6,0,0,0
"DF","6","Low biomass","Open","Rain
adjacent","No dormancy","PISY",7,0,0,0
"DF","6","Low biomass","Open","Rain
adjacent","No dormancy","PISY",8,0,NA,0
"DF","6","Low biomass","Open","Rain
adjacent","No dormancy","PISY",9,0,NA,0
"DF","6","Low biomass","Open","Rain
adjacent","No dormancy","PISY",10,0,NA,0
"DF","6","Low biomass","Open","Rain
proximal","Physical dormancy","RHGL",1,0,0,0
"DF","6","Low biomass","Open","Rain
proximal","Physical dormancy","RHGL",2,0,0,0
"DF","6","Low biomass","Open","Rain
proximal","Physical dormancy","RHGL",3,0,0,0
"DF","6","Low biomass","Open","Rain
proximal","Physical dormancy","RHGL",4,0,0,0
"DF","6","Low biomass","Open","Rain
proximal","Physical dormancy","RHGL",5,0,0,0
"DF","6","Low biomass","Open","Rain
proximal","Physiological dormancy","SYRIN",1,1,1,1
"DF","6","Low biomass","Open","Rain
proximal","Physiological dormancy","SYRIN",2,1,1,1
"DF","6","Low biomass","Open","Rain
proximal","Physiological dormancy","SYRIN",3,0,NA,0
"DF","6","Low biomass","Open","Rain
proximal","No dormancy","PISY",1,1,1,1
"DF","6","Low biomass","Open","Rain
proximal","No dormancy","PISY",2,0,NA,0
"DF","6","Low biomass","Open","Rain
proximal","No dormancy","PISY",3,0,NA,0
"DF","6","Low biomass","Open","Rain
proximal","No dormancy","PISY",4,0,NA,0
"DF","6","Low biomass","Open","Rain
proximal","No dormancy","PISY",5,0,NA,0
"DF","6","Low biomass","Open","Rain
proximal","No dormancy","PISY",6,0,NA,0
"DF","6","Low biomass","Open","Rain
proximal","No dormancy","PISY",7,0,NA,0
"DF","6","Low biomass","Open","Rain
proximal","No dormancy","PISY",8,0,NA,0
"DF","6","Low biomass","Open","Rain
proximal","No dormancy","PISY",9,0,NA,0
"DF","6","Low biomass","Open","Rain
proximal","No dormancy","PISY",10,0,NA,0
"DF","REF","No carrion","Reference","Rain","Physical dormancy","RHGL",1,0,0,0
"DF","REF","No carrion","Reference","Rain","Physical dormancy","RHGL",2,0,0,0
"DF","REF","No carrion","Reference","Rain","Physical dormancy","RHGL",3,0,0,0
"DF","REF","No carrion","Reference","Rain","Physical dormancy","RHGL",4,0,0,0
"DF","REF","No carrion","Reference","Rain","Physical dormancy","RHGL",5,0,0,0
"DF","REF","No carrion","Reference","Rain","Physiological dormancy","SYRIN",1,1,1,1
"DF","REF","No carrion","Reference","Rain","Physiological dormancy","SYRIN",2,0,0,0
"DF","REF","No carrion","Reference","Rain","Physiological dormancy","SYRIN",3,0,0,0
"DF","REF","No carrion","Reference","Rain","No dormancy","PISY",1,0,0,0
"DF","REF","No carrion","Reference","Rain","No dormancy","PISY",2,0,0,0
"DF","REF","No carrion","Reference","Rain","No dormancy","PISY",3,0,0,0
"DF","REF","No carrion","Reference","Rain","No dormancy","PISY",4,0,0,0
"DF","REF","No carrion","Reference","Rain","No dormancy","PISY",5,0,0,0
"DF","REF","No carrion","Reference","Rain","No dormancy","PISY",6,0,0,0
"DF","REF","No carrion","Reference","Rain","No dormancy","PISY",7,0,0,0
"DF","REF","No carrion","Reference","Rain","No dormancy","PISY",8,0,0,0
"DF","REF","No carrion","Reference","Rain","No dormancy","PISY",9,0,0,0
"DF","REF","No carrion","Reference","Rain","No dormancy","PISY",10,0,0,0
"DF","REF","No carrion","Reference","Bank","Physical dormancy","RHGL",1,0,0,0
"DF","REF","No carrion","Reference","Bank","Physical dormancy","RHGL",2,0,0,0
"DF","REF","No carrion","Reference","Bank","Physical dormancy","RHGL",3,0,0,0
"DF","REF","No carrion","Reference","Bank","Physical dormancy","RHGL",4,0,0,0
"DF","REF","No carrion","Reference","Bank","Physical dormancy","RHGL",5,0,0,0
"DF","REF","No carrion","Reference","Bank","Physiological dormancy","SYRIN",1,NA,NA,0
"DF","REF","No carrion","Reference","Bank","Physiological dormancy","SYRIN",2,NA,NA,0
"DF","REF","No carrion","Reference","Bank","Physiological dormancy","SYRIN",3,NA,NA,0
"DF","REF","No carrion","Reference","Bank","No dormancy","PISY",1,0,0,0
"DF","REF","No carrion","Reference","Bank","No dormancy","PISY",2,0,0,0
"DF","REF","No carrion","Reference","Bank","No dormancy","PISY",3,0,0,0
"DF","REF","No carrion","Reference","Bank","No dormancy","PISY",4,0,0,0
"DF","REF","No carrion","Reference","Bank","No dormancy","PISY",5,0,0,0
"DF","REF","No carrion","Reference","Bank","No dormancy","PISY",6,0,0,0
"DF","REF","No carrion","Reference","Bank","No dormancy","PISY",7,0,0,0
"DF","REF","No carrion","Reference","Bank","No dormancy","PISY",8,0,0,0
"DF","REF","No carrion","Reference","Bank","No dormancy","PISY",9,0,0,0
"DF","REF","No carrion","Reference","Bank","No dormancy","PISY",10,0,0,0
"OS","1","Low biomass","Scavenger exclusion","Bank
proximal","Physical dormancy","GLMA4",1,0,NA,0
"OS","1","Low biomass","Scavenger exclusion","Bank
proximal","Physical dormancy","GLMA4",2,0,NA,0
"OS","1","Low biomass","Scavenger exclusion","Bank
proximal","Physical dormancy","GLMA4",3,0,NA,0
"OS","1","Low biomass","Scavenger exclusion","Bank
proximal","Physical dormancy","GLMA4",4,0,NA,0
"OS","1","Low biomass","Scavenger exclusion","Bank
proximal","Physical dormancy","GLMA4",5,0,NA,0
"OS","1","Low biomass","Scavenger exclusion","Bank
proximal","Physiological dormancy","CAAN4",1,0,0,0
"OS","1","Low biomass","Scavenger exclusion","Bank
proximal","Physiological dormancy","CAAN4",2,0,0,0
"OS","1","Low biomass","Scavenger exclusion","Bank
proximal","Physiological dormancy","CAAN4",3,0,0,0
"OS","1","Low biomass","Scavenger exclusion","Bank
proximal","Physiological dormancy","CAAN4",4,0,0,0
"OS","1","Low biomass","Scavenger exclusion","Bank
proximal","Physiological dormancy","CAAN4",5,0,0,0
"OS","1","Low biomass","Scavenger exclusion","Bank
proximal","No dormancy","PISA6",1,0,NA,0
"OS","1","Low biomass","Scavenger exclusion","Bank
proximal","No dormancy","PISA6",2,0,NA,0
"OS","1","Low biomass","Scavenger exclusion","Bank
proximal","No dormancy","PISA6",3,0,NA,0
"OS","1","Low biomass","Scavenger exclusion","Bank
proximal","No dormancy","PISA6",4,0,NA,0
"OS","1","Low biomass","Scavenger exclusion","Bank
proximal","No dormancy","PISA6",5,0,NA,0
"OS","1","Low biomass","Scavenger exclusion","Bank
adjacent","Physical dormancy","GLMA4",1,0,0,0
"OS","1","Low biomass","Scavenger exclusion","Bank
adjacent","Physical dormancy","GLMA4",2,0,0,0
"OS","1","Low biomass","Scavenger exclusion","Bank
adjacent","Physical dormancy","GLMA4",3,0,0,0
"OS","1","Low biomass","Scavenger exclusion","Bank
adjacent","Physical dormancy","GLMA4",4,0,NA,0
"OS","1","Low biomass","Scavenger exclusion","Bank
adjacent","Physical dormancy","GLMA4",5,0,NA,0
"OS","1","Low biomass","Scavenger exclusion","Bank
adjacent","Physiological dormancy","CAAN4",1,1,1,1
"OS","1","Low biomass","Scavenger exclusion","Bank
adjacent","Physiological dormancy","CAAN4",2,1,1,1
"OS","1","Low biomass","Scavenger exclusion","Bank
adjacent","Physiological dormancy","CAAN4",3,1,1,1
"OS","1","Low biomass","Scavenger exclusion","Bank
adjacent","Physiological dormancy","CAAN4",4,0,0,0
"OS","1","Low biomass","Scavenger exclusion","Bank
adjacent","Physiological dormancy","CAAN4",5,0,0,0
"OS","1","Low biomass","Scavenger exclusion","Bank
adjacent","No dormancy","PISA6",1,0,0,0
"OS","1","Low biomass","Scavenger exclusion","Bank
adjacent","No dormancy","PISA6",2,0,0,0
"OS","1","Low biomass","Scavenger exclusion","Bank
adjacent","No dormancy","PISA6",3,0,0,0
"OS","1","Low biomass","Scavenger exclusion","Bank
adjacent","No dormancy","PISA6",4,0,0,0
"OS","1","Low biomass","Scavenger exclusion","Bank
adjacent","No dormancy","PISA6",5,0,NA,0
"OS","1","Low biomass","Scavenger exclusion","Rain
adjacent","Physical dormancy","GLMA4",1,0,0,0
"OS","1","Low biomass","Scavenger exclusion","Rain
adjacent","Physical dormancy","GLMA4",2,0,0,0
"OS","1","Low biomass","Scavenger exclusion","Rain
adjacent","Physical dormancy","GLMA4",3,1,1,1
"OS","1","Low biomass","Scavenger exclusion","Rain
adjacent","Physical dormancy","GLMA4",4,0,NA,0
"OS","1","Low biomass","Scavenger exclusion","Rain
adjacent","Physical dormancy","GLMA4",5,0,NA,0
"OS","1","Low biomass","Scavenger exclusion","Rain
adjacent","Physiological dormancy","CAAN4",1,1,1,1
"OS","1","Low biomass","Scavenger exclusion","Rain
adjacent","Physiological dormancy","CAAN4",2,1,1,1
"OS","1","Low biomass","Scavenger exclusion","Rain
adjacent","Physiological dormancy","CAAN4",3,1,1,1
"OS","1","Low biomass","Scavenger exclusion","Rain
adjacent","Physiological dormancy","CAAN4",4,0,NA,0
"OS","1","Low biomass","Scavenger exclusion","Rain
adjacent","Physiological dormancy","CAAN4",5,0,NA,0
"OS","1","Low biomass","Scavenger exclusion","Rain
adjacent","No dormancy","PISA6",1,1,1,1
"OS","1","Low biomass","Scavenger exclusion","Rain
adjacent","No dormancy","PISA6",2,0,0,0
"OS","1","Low biomass","Scavenger exclusion","Rain
adjacent","No dormancy","PISA6",3,0,0,0
"OS","1","Low biomass","Scavenger exclusion","Rain
adjacent","No dormancy","PISA6",4,0,NA,0
"OS","1","Low biomass","Scavenger exclusion","Rain
adjacent","No dormancy","PISA6",5,0,NA,0
"OS","1","Low biomass","Scavenger exclusion","Rain
proximal","Physical dormancy","GLMA4",1,0,0,0
"OS","1","Low biomass","Scavenger exclusion","Rain
proximal","Physical dormancy","GLMA4",2,0,0,0
"OS","1","Low biomass","Scavenger exclusion","Rain
proximal","Physical dormancy","GLMA4",3,0,0,0
"OS","1","Low biomass","Scavenger exclusion","Rain
proximal","Physical dormancy","GLMA4",4,0,0,0
"OS","1","Low biomass","Scavenger exclusion","Rain
proximal","Physical dormancy","GLMA4",5,0,NA,0
"OS","1","Low biomass","Scavenger exclusion","Rain
proximal","Physiological dormancy","CAAN4",1,0,0,0
"OS","1","Low biomass","Scavenger exclusion","Rain
proximal","Physiological dormancy","CAAN4",2,0,0,0
"OS","1","Low biomass","Scavenger exclusion","Rain
proximal","Physiological dormancy","CAAN4",3,0,0,0
"OS","1","Low biomass","Scavenger exclusion","Rain
proximal","Physiological dormancy","CAAN4",4,0,0,0
"OS","1","Low biomass","Scavenger exclusion","Rain
proximal","Physiological dormancy","CAAN4",5,0,0,0
"OS","1","Low biomass","Scavenger exclusion","Rain
proximal","No dormancy","PISA6",1,0,0,0
"OS","1","Low biomass","Scavenger exclusion","Rain
proximal","No dormancy","PISA6",2,0,0,0
"OS","1","Low biomass","Scavenger exclusion","Rain
proximal","No dormancy","PISA6",3,0,0,0
"OS","1","Low biomass","Scavenger exclusion","Rain
proximal","No dormancy","PISA6",4,0,0,0
"OS","1","Low biomass","Scavenger exclusion","Rain
proximal","No dormancy","PISA6",5,0,NA,0
"OS","2","Low biomass","Herbivore exclusion","Bank
proximal","Physical dormancy","GLMA4",1,1,1,1
"OS","2","Low biomass","Herbivore exclusion","Bank
proximal","Physical dormancy","GLMA4",2,1,1,1
"OS","2","Low biomass","Herbivore exclusion","Bank
proximal","Physical dormancy","GLMA4",3,1,1,1
"OS","2","Low biomass","Herbivore exclusion","Bank
proximal","Physical dormancy","GLMA4",4,1,1,1
"OS","2","Low biomass","Herbivore exclusion","Bank
proximal","Physical dormancy","GLMA4",5,0,NA,0
"OS","2","Low biomass","Herbivore exclusion","Bank
proximal","Physiological dormancy","CAAN4",1,0,0,0
"OS","2","Low biomass","Herbivore exclusion","Bank
proximal","Physiological dormancy","CAAN4",2,0,0,0
"OS","2","Low biomass","Herbivore exclusion","Bank
proximal","Physiological dormancy","CAAN4",3,0,0,0
"OS","2","Low biomass","Herbivore exclusion","Bank
proximal","Physiological dormancy","CAAN4",4,0,0,0
"OS","2","Low biomass","Herbivore exclusion","Bank
proximal","Physiological dormancy","CAAN4",5,0,0,0
"OS","2","Low biomass","Herbivore exclusion","Bank
proximal","No dormancy","PISA6",1,1,1,1
"OS","2","Low biomass","Herbivore exclusion","Bank
proximal","No dormancy","PISA6",2,1,1,1
"OS","2","Low biomass","Herbivore exclusion","Bank
proximal","No dormancy","PISA6",3,1,1,1
"OS","2","Low biomass","Herbivore exclusion","Bank
proximal","No dormancy","PISA6",4,1,1,1
"OS","2","Low biomass","Herbivore exclusion","Bank
proximal","No dormancy","PISA6",5,0,0,0
"OS","2","Low biomass","Herbivore exclusion","Bank
adjacent","Physical dormancy","GLMA4",1,1,1,1
"OS","2","Low biomass","Herbivore exclusion","Bank
adjacent","Physical dormancy","GLMA4",2,1,1,1
"OS","2","Low biomass","Herbivore exclusion","Bank
adjacent","Physical dormancy","GLMA4",3,1,1,1
"OS","2","Low biomass","Herbivore exclusion","Bank
adjacent","Physical dormancy","GLMA4",4,1,1,1
"OS","2","Low biomass","Herbivore exclusion","Bank
adjacent","Physical dormancy","GLMA4",5,1,1,1
"OS","2","Low biomass","Herbivore exclusion","Bank
adjacent","Physiological dormancy","CAAN4",1,0,0,0
"OS","2","Low biomass","Herbivore exclusion","Bank
adjacent","Physiological dormancy","CAAN4",2,0,0,0
"OS","2","Low biomass","Herbivore exclusion","Bank
adjacent","Physiological dormancy","CAAN4",3,0,0,0
"OS","2","Low biomass","Herbivore exclusion","Bank
adjacent","Physiological dormancy","CAAN4",4,0,0,0
"OS","2","Low biomass","Herbivore exclusion","Bank
adjacent","Physiological dormancy","CAAN4",5,0,NA,0
"OS","2","Low biomass","Herbivore exclusion","Bank
adjacent","No dormancy","PISA6",1,1,1,1
"OS","2","Low biomass","Herbivore exclusion","Bank
adjacent","No dormancy","PISA6",2,1,1,1
"OS","2","Low biomass","Herbivore exclusion","Bank
adjacent","No dormancy","PISA6",3,1,1,1
"OS","2","Low biomass","Herbivore exclusion","Bank
adjacent","No dormancy","PISA6",4,1,1,1
"OS","2","Low biomass","Herbivore exclusion","Bank
adjacent","No dormancy","PISA6",5,0,NA,0
"OS","2","Low biomass","Herbivore exclusion","Rain
adjacent","Physical dormancy","GLMA4",1,1,1,1
"OS","2","Low biomass","Herbivore exclusion","Rain
adjacent","Physical dormancy","GLMA4",2,0,0,0
"OS","2","Low biomass","Herbivore exclusion","Rain
adjacent","Physical dormancy","GLMA4",3,0,0,0
"OS","2","Low biomass","Herbivore exclusion","Rain
adjacent","Physical dormancy","GLMA4",4,0,NA,0
"OS","2","Low biomass","Herbivore exclusion","Rain
adjacent","Physical dormancy","GLMA4",5,0,NA,0
"OS","2","Low biomass","Herbivore exclusion","Rain
adjacent","Physiological dormancy","CAAN4",1,1,1,1
"OS","2","Low biomass","Herbivore exclusion","Rain
adjacent","Physiological dormancy","CAAN4",2,1,1,1
"OS","2","Low biomass","Herbivore exclusion","Rain
adjacent","Physiological dormancy","CAAN4",3,1,1,1
"OS","2","Low biomass","Herbivore exclusion","Rain
adjacent","Physiological dormancy","CAAN4",4,0,NA,0
"OS","2","Low biomass","Herbivore exclusion","Rain
adjacent","Physiological dormancy","CAAN4",5,0,NA,0
"OS","2","Low biomass","Herbivore exclusion","Rain
adjacent","No dormancy","PISA6",1,1,1,1
"OS","2","Low biomass","Herbivore exclusion","Rain
adjacent","No dormancy","PISA6",2,0,0,0
"OS","2","Low biomass","Herbivore exclusion","Rain
adjacent","No dormancy","PISA6",3,0,0,0
"OS","2","Low biomass","Herbivore exclusion","Rain
adjacent","No dormancy","PISA6",4,0,0,0
"OS","2","Low biomass","Herbivore exclusion","Rain
adjacent","No dormancy","PISA6",5,0,NA,0
"OS","2","Low biomass","Herbivore exclusion","Rain
proximal","Physical dormancy","GLMA4",1,0,0,0
"OS","2","Low biomass","Herbivore exclusion","Rain
proximal","Physical dormancy","GLMA4",2,0,0,0
"OS","2","Low biomass","Herbivore exclusion","Rain
proximal","Physical dormancy","GLMA4",3,0,0,0
"OS","2","Low biomass","Herbivore exclusion","Rain
proximal","Physical dormancy","GLMA4",4,0,0,0
"OS","2","Low biomass","Herbivore exclusion","Rain
proximal","Physical dormancy","GLMA4",5,0,0,0
"OS","2","Low biomass","Herbivore exclusion","Rain
proximal","Physiological dormancy","CAAN4",1,1,1,1
"OS","2","Low biomass","Herbivore exclusion","Rain
proximal","Physiological dormancy","CAAN4",2,1,1,1
"OS","2","Low biomass","Herbivore exclusion","Rain
proximal","Physiological dormancy","CAAN4",3,0,0,0
"OS","2","Low biomass","Herbivore exclusion","Rain
proximal","Physiological dormancy","CAAN4",4,0,0,0
"OS","2","Low biomass","Herbivore exclusion","Rain
proximal","Physiological dormancy","CAAN4",5,0,0,0
"OS","2","Low biomass","Herbivore exclusion","Rain
proximal","No dormancy","PISA6",1,1,1,1
"OS","2","Low biomass","Herbivore exclusion","Rain
proximal","No dormancy","PISA6",2,0,0,0
"OS","2","Low biomass","Herbivore exclusion","Rain
proximal","No dormancy","PISA6",3,0,0,0
"OS","2","Low biomass","Herbivore exclusion","Rain
proximal","No dormancy","PISA6",4,0,0,0
"OS","2","Low biomass","Herbivore exclusion","Rain
proximal","No dormancy","PISA6",5,0,0,0
"OS","3","High biomass","Scavenger exclusion","Bank
proximal","Physical dormancy","GLMA4",1,0,0,0
"OS","3","High biomass","Scavenger exclusion","Bank
proximal","Physical dormancy","GLMA4",2,0,0,0
"OS","3","High biomass","Scavenger exclusion","Bank
proximal","Physical dormancy","GLMA4",3,0,0,0
"OS","3","High biomass","Scavenger exclusion","Bank
proximal","Physical dormancy","GLMA4",4,0,0,0
"OS","3","High biomass","Scavenger exclusion","Bank
proximal","Physical dormancy","GLMA4",5,0,0,0
"OS","3","High biomass","Scavenger exclusion","Bank
proximal","Physiological dormancy","CAAN4",1,1,1,1
"OS","3","High biomass","Scavenger exclusion","Bank
proximal","Physiological dormancy","CAAN4",2,1,1,1
"OS","3","High biomass","Scavenger exclusion","Bank
proximal","Physiological dormancy","CAAN4",3,1,1,1
"OS","3","High biomass","Scavenger exclusion","Bank
proximal","Physiological dormancy","CAAN4",4,1,1,1
"OS","3","High biomass","Scavenger exclusion","Bank
proximal","Physiological dormancy","CAAN4",5,1,1,1
"OS","3","High biomass","Scavenger exclusion","Bank
proximal","No dormancy","PISA6",1,0,0,0
"OS","3","High biomass","Scavenger exclusion","Bank
proximal","No dormancy","PISA6",2,0,0,0
"OS","3","High biomass","Scavenger exclusion","Bank
proximal","No dormancy","PISA6",3,0,0,0
"OS","3","High biomass","Scavenger exclusion","Bank
proximal","No dormancy","PISA6",4,0,NA,0
"OS","3","High biomass","Scavenger exclusion","Bank
proximal","No dormancy","PISA6",5,0,NA,0
"OS","3","High biomass","Scavenger exclusion","Bank
adjacent","Physical dormancy","GLMA4",1,0,0,0
"OS","3","High biomass","Scavenger exclusion","Bank
adjacent","Physical dormancy","GLMA4",2,0,NA,0
"OS","3","High biomass","Scavenger exclusion","Bank
adjacent","Physical dormancy","GLMA4",3,0,NA,0
"OS","3","High biomass","Scavenger exclusion","Bank
adjacent","Physical dormancy","GLMA4",4,0,NA,0
"OS","3","High biomass","Scavenger exclusion","Bank
adjacent","Physical dormancy","GLMA4",5,0,NA,0
"OS","3","High biomass","Scavenger exclusion","Bank
adjacent","Physiological dormancy","CAAN4",1,0,0,0
"OS","3","High biomass","Scavenger exclusion","Bank
adjacent","Physiological dormancy","CAAN4",2,0,0,0
"OS","3","High biomass","Scavenger exclusion","Bank
adjacent","Physiological dormancy","CAAN4",3,0,0,0
"OS","3","High biomass","Scavenger exclusion","Bank
adjacent","Physiological dormancy","CAAN4",4,0,NA,0
"OS","3","High biomass","Scavenger exclusion","Bank
adjacent","Physiological dormancy","CAAN4",5,0,NA,0
"OS","3","High biomass","Scavenger exclusion","Bank
adjacent","No dormancy","PISA6",1,1,1,1
"OS","3","High biomass","Scavenger exclusion","Bank
adjacent","No dormancy","PISA6",2,1,1,1
"OS","3","High biomass","Scavenger exclusion","Bank
adjacent","No dormancy","PISA6",3,1,1,1
"OS","3","High biomass","Scavenger exclusion","Bank
adjacent","No dormancy","PISA6",4,1,1,1
"OS","3","High biomass","Scavenger exclusion","Bank
adjacent","No dormancy","PISA6",5,0,NA,0
"OS","3","High biomass","Scavenger exclusion","Rain
adjacent","Physical dormancy","GLMA4",1,0,0,0
"OS","3","High biomass","Scavenger exclusion","Rain
adjacent","Physical dormancy","GLMA4",2,0,0,0
"OS","3","High biomass","Scavenger exclusion","Rain
adjacent","Physical dormancy","GLMA4",3,0,0,0
"OS","3","High biomass","Scavenger exclusion","Rain
adjacent","Physical dormancy","GLMA4",4,0,0,0
"OS","3","High biomass","Scavenger exclusion","Rain
adjacent","Physical dormancy","GLMA4",5,0,0,0
"OS","3","High biomass","Scavenger exclusion","Rain
adjacent","Physiological dormancy","CAAN4",1,1,1,1
"OS","3","High biomass","Scavenger exclusion","Rain
adjacent","Physiological dormancy","CAAN4",2,1,1,1
"OS","3","High biomass","Scavenger exclusion","Rain
adjacent","Physiological dormancy","CAAN4",3,1,1,1
"OS","3","High biomass","Scavenger exclusion","Rain
adjacent","Physiological dormancy","CAAN4",4,0,0,0
"OS","3","High biomass","Scavenger exclusion","Rain
adjacent","Physiological dormancy","CAAN4",5,0,0,0
"OS","3","High biomass","Scavenger exclusion","Rain
adjacent","No dormancy","PISA6",1,0,0,0
"OS","3","High biomass","Scavenger exclusion","Rain
adjacent","No dormancy","PISA6",2,0,0,0
"OS","3","High biomass","Scavenger exclusion","Rain
adjacent","No dormancy","PISA6",3,0,0,0
"OS","3","High biomass","Scavenger exclusion","Rain
adjacent","No dormancy","PISA6",4,0,0,0
"OS","3","High biomass","Scavenger exclusion","Rain
adjacent","No dormancy","PISA6",5,0,0,0
"OS","3","High biomass","Scavenger exclusion","Rain
proximal","Physical dormancy","GLMA4",1,0,0,0
"OS","3","High biomass","Scavenger exclusion","Rain
proximal","Physical dormancy","GLMA4",2,0,0,0
"OS","3","High biomass","Scavenger exclusion","Rain
proximal","Physical dormancy","GLMA4",3,0,0,0
"OS","3","High biomass","Scavenger exclusion","Rain
proximal","Physical dormancy","GLMA4",4,0,0,0
"OS","3","High biomass","Scavenger exclusion","Rain
proximal","Physical dormancy","GLMA4",5,0,0,0
"OS","3","High biomass","Scavenger exclusion","Rain
proximal","Physiological dormancy","CAAN4",1,0,0,0
"OS","3","High biomass","Scavenger exclusion","Rain
proximal","Physiological dormancy","CAAN4",2,0,0,0
"OS","3","High biomass","Scavenger exclusion","Rain
proximal","Physiological dormancy","CAAN4",3,0,0,0
"OS","3","High biomass","Scavenger exclusion","Rain
proximal","Physiological dormancy","CAAN4",4,0,0,0
"OS","3","High biomass","Scavenger exclusion","Rain
proximal","Physiological dormancy","CAAN4",5,0,0,0
"OS","3","High biomass","Scavenger exclusion","Rain
proximal","No dormancy","PISA6",1,0,0,0
"OS","3","High biomass","Scavenger exclusion","Rain
proximal","No dormancy","PISA6",2,0,0,0
"OS","3","High biomass","Scavenger exclusion","Rain
proximal","No dormancy","PISA6",3,0,0,0
"OS","3","High biomass","Scavenger exclusion","Rain
proximal","No dormancy","PISA6",4,0,0,0
"OS","3","High biomass","Scavenger exclusion","Rain
proximal","No dormancy","PISA6",5,0,0,0
"OS","4","Low biomass","Open","Bank
proximal","Physical dormancy","GLMA4",1,0,NA,0
"OS","4","Low biomass","Open","Bank
proximal","Physical dormancy","GLMA4",2,0,NA,0
